Nome;Indirizzo;Città;Nazione;Prezzo;Prezzo Medio;Tipo di cucina;Longitude;Latitude;Prenotazione Online;Delivery
La Grenouillère;19 rue de la Grenouillère;La Madelaine-sous-Montreuil; France;€€€€;100;Creative;17544175;504710226;NO;NO
Château de Beaulieu - Christophe Dufossé;1098 rue de Lillers;Busnes; France;€€€€;100;Modern Cuisine;25070873;50581874;NO;SI
Le Pressoir d'Argent - Gordon Ramsay;InterContinental Bordeaux - Le Grand Hôtel;Bordeaux; France;€€€€;100;Modern Cuisine;-5747973;448424463;SI;SI
Le Parc Les Crayères;64 boulevard Henry-Vasnier;Reims; France;€€€€;100;Modern Cuisine;40517461;492410909;NO;SI
Georges Blanc;Place du Marché;Vonnas; France;€€€€;100;Classic Cuisine;49894987;462201083;SI;NO
Sylvestre Wahid - Les Grandes Alpes;28 rue de l'Église;Courchevel; France;€€€€;100;Creative;66349308;454144213;NO;SI
Flaveur;25 rue Gubernatis;Nice; France;€€€€;100;Creative;72718302;437014072;SI;SI
Le Clarence;31 avenue Franklin-D.-Roosevelt;Paris; France;€€€€;100;Creative;23098732;488673498;NO;NO
La Table Lionel Giraud;Rond-point de la Liberté - 68 avenue du Général-Leclerc;Narbonne; France;€€€€;100;Creative, Modern Cuisine;29918502;431743172;NO;SI
La Côte d'Or;Le Relais Bernard Loiseau;Saulieu; France;€€€€;100;Modern Cuisine;42321852;472797873;SI;NO
William Frachot;Hostellerie du Chapeau Rouge;Dijon; France;€€€€;100;Modern Cuisine, Creative;50356396;473212722;SI;SI
La Fourchette des Ducs;6 rue de la Gare;Obernai; France;€€€€;100;Modern Cuisine;7488355;484620365;SI;NO
Baumanière 1850;Le Strato;Courchevel; France;€€€€;100;Creative;66380783;454102934;NO;SI
Casadelmar;Route de Palombaggia;Porto-Vecchio; France;€€€€;100;Modern Cuisine;93099771;415948102;NO;NO
Le Chabichou by Stéphane Buron;90 rue des Chenus;Courchevel; France;€€€€;100;Modern Cuisine;6629984;4541616;NO;SI
La Chèvre d'Or;Rue du Barri;Èze; France;€€€€;100;Creative;73620885;43727378;NO;SI
La Cime;3-2-15 Kawaramachi;Osaka; Japan;¥¥¥¥;100;French, Contemporary;135503519;34685818;SI;NO
Miyamoto;2-10-28 Higashitemma;Osaka; Japan;¥¥¥;70;Japanese;135513189;34698372;SI;NO
Fujiya 1935;2-4-14 Yariyamachi;Osaka; Japan;¥¥¥¥;100;Innovative;135511871;34683037;NO;SI
Koryu;3-3-3 Uchiawajimachi;Osaka; Japan;¥¥¥¥;100;Japanese;135510132;34686929;SI;NO
Yugen;14-14 Ishigatsujicho;Osaka; Japan;¥¥¥;70;Japanese;135521663;34664773;NO;SI
Shunsaiten Tsuchiya;41-4 Toyotsucho;Osaka; Japan;¥¥¥;70;Tempura, Japanese;135490966;34760534;NO;SI
Sushi Harasho;3-30 Uenomiyacho;Osaka; Japan;¥¥¥;70;Sushi;13551986;34662195;NO;NO
Yusokuryori Mankamero;387 Ebisucho;Kyoto; Japan;¥¥¥¥;100;Japanese;135750507;35022114;SI;SI
Sanso Kyoyamato;359 Masuyacho;Kyoto; Japan;¥¥¥¥;100;Japanese;13578139;34999252;NO;SI
Ogata;726 Shinkamanzacho;Kyoto; Japan;¥¥¥¥;100;Japanese;135755967;35003191;SI;NO
Kyokaiseki Kichisen;5 Shimogamo Morimotocho;Kyoto; Japan;¥¥¥¥;100;Japanese;135771236;35035717;NO;SI
Gion Nishikawa;473 Shimokawaracho;Kyoto; Japan;¥¥¥¥;100;Japanese;135778857;34999797;SI;NO
Otagi;18 Takagamine Tsuchitenjocho;Kyoto; Japan;¥¥¥¥;100;Japanese;13573416;35050744;SI;SI
Numata;7F;Osaka; Japan;¥¥¥¥;100;Tempura;135497901;34697954;SI;SI
KAHALA;2F;Osaka; Japan;¥¥¥¥;100;Innovative;135499685;34697522;SI;NO
Oimatsu Hisano;4-8-3 Nishitemma;Osaka; Japan;¥¥¥¥;100;Japanese;135504137;34697005;NO;SI
Miyamaso;375 Hanase Harachicho;Kyoto; Japan;¥¥¥;70;Japanese;135793011;35233154;NO;SI
Sumibi Kappo Ifuki;570-8 Giommachi Minamigawa;Kyoto; Japan;¥¥¥¥;100;Japanese;135775255;35002345;SI;NO
Kenninji Gion Maruyama;566-15 Komatsucho;Kyoto; Japan;¥¥¥¥;100;Japanese;135774574;34998809;SI;SI
Kodaiji Wakuden;512 Washiocho;Kyoto; Japan;¥¥¥¥;100;Japanese;135779734;35001635;SI;SI
Kikunoi Roan;118 Saitocho;Kyoto; Japan;¥¥¥;70;Japanese;135770647;35003449;NO;SI
Tenjimbashi Aoki;7-12-14 Tenjimbashi;Osaka; Japan;¥¥¥¥;100;Japanese;135511084;3471394;SI;NO
Sojiki Nakahigashi;32-3 Jodoji Ishibashicho;Kyoto; Japan;¥¥¥;70;Japanese;135792708;35027601;SI;NO
Kodaiji Jugyuan;353 Masuyacho;Kyoto; Japan;¥¥¥¥;100;Japanese;135781565;34998694;NO;NO
Gion Matayoshi;570-123 Giommachi Minamigawa;Kyoto; Japan;¥¥¥¥;100;Japanese;135774545;35003349;SI;NO
Gion Maruyama;570-171 Giommachi Minamigawa;Kyoto; Japan;¥¥¥¥;100;Japanese;135776068;35002587;NO;NO
Ry?-sh?;570-166 Giommachi Minamigawa;Kyoto; Japan;¥¥¥¥;100;Japanese;135775871;3500237;SI;SI
Rùn;2F;Hong Kong; Hong Kong SAR China;$$$;70;Cantonese;114175716;222801399;NO;SI
The Eight;2F;Macau;;$$$$;100;Cantonese;11354341;22190475;NO;SI
Octavium;8F;Hong Kong; Hong Kong SAR China;$$$$;100;Italian;1141571177;222825493;NO;NO
L'Envol;3F;Hong Kong; Hong Kong SAR China;$$$$;100;French Contemporary;1141761315;222799005;NO;NO
Wing Lei;GF;Macau;;$$$;70;Cantonese;11354578;22188028;NO;SI
Lai Ching Heen;GF;Hong Kong; Hong Kong SAR China;$$$;70;Cantonese;11417395;22293337;SI;NO
Arbor;25F;Hong Kong; Hong Kong SAR China;$$$$;100;Innovative;1141552579;222829955;SI;NO
Noi by Paulo Airaudo;5F;Hong Kong; Hong Kong SAR China;$$$$;100;Italian Contemporary;1141566761;22286618;SI;NO
Tin Lung Heen;102F;Hong Kong; Hong Kong SAR China;$$$;70;Cantonese;1141598747;223032802;NO;SI
Feng Wei Ju;5F;Macau;;$$;40;Hunanese, Sichuan;1135479285;22189952;SI;NO
Alain Ducasse at Morpheus;3F;Macau;;$$$$;100;French Contemporary;1135669767;221501736;SI;NO
Tate;210 Hollywood Road;Hong Kong; Hong Kong SAR China;$$$$;100;Innovative;1141477192;222855757;NO;NO
Ying Jee Club;Shop G05;Hong Kong; Hong Kong SAR China;$$$;70;Cantonese;114156654;22284338;SI;NO
Lung King Heen;4F;Hong Kong; Hong Kong SAR China;$$$;70;Cantonese;1141580538;222860122;SI;SI
Bo Innovation;1F;Hong Kong; Hong Kong SAR China;$$$;70;Innovative;114154711;222823708;NO;NO
The Huaiyang Garden;Shop 2206a & 2208;Macau;;$$$;70;Huaiyang;1135652198;221458883;SI;SI
Chef Tam's Seasons;GF;Macau;;$$$;70;Cantonese;1135723245;221473845;SI;NO
Kojima;6F Boon the Shop;Seoul; South Korea;????;100;Sushi;12704193;3752559;SI;SI
La Yeon;23F Shilla Hotel;Seoul; South Korea;????;100;Korean, Modern Cuisine;12700517;37555813;NO;SI
Evett;10-5 Dosan-daero 45-gil;Seoul; South Korea;????;100;Innovative, Korean;1270362;3752334;NO;NO
Kwonsooksoo;4F;Seoul; South Korea;????;100;Korean;12704355;3752437;NO;SI
Soigné;#201;Seoul; South Korea;????;100;Innovative;12701903;3751933;SI;NO
Jungsik;11 Seolleung-ro 158-gil;Seoul; South Korea;????;100;Contemporary;127041069;37525584;NO;NO
alla prima;13 Hakdong-ro 17-gil;Seoul; South Korea;????;100;Innovative;12702602;3751346;SI;NO
Mitou;24 Dosan-daero 70-gil;Seoul; South Korea;????;100;Japanese;12704502;3752206;NO;SI
Restaurant Allen;2F Center field EAST E205;Seoul; South Korea;????;100;Contemporary, Seasonal Cuisine;1270418;375036;NO;SI
Il Gallo d'Oro;Estrada Monumental 147;Funchal; Portugal;€€€€;100;Modern Cuisine;-169266478;326382988;SI;NO
Casa de Chá da Boa Nova;Avenida da Liberdade;Leça da Palmeira; Portugal;€€€€;100;Seafood;-87147233;412027411;NO;SI
Antiqvvm;Rua de Entre Quintas 220;Porto; Portugal;€€€€;100;Creative;-862831;4114776;SI;SI
The Yeatman;Rua do Choupelo (Santa Marinha);Vila Nova de Gaia; Portugal;€€€€;100;Creative;-86133869;411336845;NO;SI
Vila Joya;Estrada da Galé;Albufeira; Portugal;€€€€;100;Modern Cuisine;-831367;3708059;SI;SI
Ocean;Rua Anneliese Pohl;Porches; Portugal;€€€€;100;Creative;-83792041;371008268;SI;SI
Alma;Rua Anchieta 15;Lisbon; Portugal;€€€€;100;Creative;-9141106;38710152;NO;NO
Belcanto;Rua Serpa Pinto 10A;Lisbon; Portugal;€€€€;100;Creative, Portuguese;-91415741;387104102;NO;NO
ION Harbour by Simon Rogan;11 St. Barbara Bastion;Valletta; Malta;€€€€;100;Contemporary, Mediterranean Cuisine;145141768;358962481;NO;NO
Chapter One by Mickael Viljanen;18-19 Parnell Square North;Dublin City; Ireland;€€€€;100;Modern Cuisine;-62639708;53354379;SI;SI
The Glenturret Lalique;The Glenturret Distillery;Crieff; United Kingdom;££££;100;Modern Cuisine;-38527163;563890265;NO;NO
hide and fox;The Green;Saltwood; United Kingdom;££££;100;Modern British;10762788;510805389;SI;SI
Humble Chicken;54 Frith Street;London; United Kingdom;££££;100;Japanese;-1317621;515138258;NO;SI
dede;Customs House;Baltimore; Ireland;€€€€;100;Turkish, Creative;-93725309;514835036;NO;NO
Trivet;36 Snowsfields;London; United Kingdom;££££;100;Modern Cuisine;-84674;51502205;SI;SI
Da Terra;8 Patriot Square;London; United Kingdom;££££;100;Creative;-5607;51530411;NO;NO
Liath;Blackrock Market;Blackrock; Ireland;€€€€;100;Creative;-6178472;533011683;NO;NO
Midsummer House;Midsummer Common;Cambridge; United Kingdom;££££;100;Creative;1284006;522120545;NO;SI
Hand and Flowers;126 West Street;Marlow; United Kingdom;££££;100;Modern British;-7836567;515696616;NO;NO
Gymkhana;42 Albemarle Street;London; United Kingdom;££££;100;Indian;-141547;515085431;NO;NO
Story;199 Tooley Street;London; United Kingdom;££££;100;Modern Cuisine;-77787;515028085;NO;SI
Restaurant Andrew Fairlie;Auchterarder;Auchterarder; United Kingdom;££££;100;Modern French;-37517344;562832316;SI;NO
Alex Dilling at Hotel Café Royal;68 Regent Street;London; United Kingdom;££££;100;Modern French;-1359557;515100201;NO;SI
Patrick Guilbaud;21 Upper Merrion Street;Dublin City; Ireland;€€€€;100;Modern French;-62529969;53338452;NO;NO
Ynyshir;Eglwysfach;Machynlleth; United Kingdom;££££;100;Creative;-39439501;525445284;NO;NO
Restaurant Sat Bains;Lenton Lane;Nottingham; United Kingdom;££££;100;Creative;-11676041;529251069;NO;NO
Opheem;48 Summer Row;Birmingham; United Kingdom;££££;100;Indian;-19079211;52481614;NO;NO
Ikoyi;180 Strand;London; United Kingdom;££££;100;Creative;-1154759;51512381;SI;SI
Dinner by Heston Blumenthal;66 Knightsbridge;London; United Kingdom;££££;100;Traditional British;-1599147;515021106;NO;NO
Claude Bosi at Bibendum;Michelin House;London; United Kingdom;££££;100;French;-1688013;514933623;NO;NO
The Clove Club;Shoreditch Town Hall;London; United Kingdom;££££;100;Creative;-793371;515271054;NO;SI
Kitchen Table;70 Charlotte Street;London; United Kingdom;££££;100;Modern Cuisine;-13647;515203616;NO;SI
Terre;Manor House;Castlemartyr; Ireland;€€€€;100;Modern Cuisine;-80596578;519117525;NO;NO
Le Manoir aux Quat' Saisons, a Belmond Hotel;Church Road;Great Milton; United Kingdom;££££;100;French;-10915663;517169058;NO;SI
A. Wong;70 Wilton Road;London; United Kingdom;££££;100;Chinese;-1406558;514930091;SI;SI
The Ritz Restaurant;150 Piccadilly;London; United Kingdom;££££;100;Modern British;-1418453;515069929;NO;NO
Brooklands by Claude Bosi;1 Grosvenor Place;London; United Kingdom;££££;100;Modern Cuisine;-1518849;515017267;NO;NO
Landhaus Bacher;Südtiroler Platz 2;Mautern an der Donau; Austria;€€€€;100;Classic Cuisine;155794174;48393172;NO;NO
Döllerer;Markt 56;Golling an der Salzach; Austria;€€€€;100;Innovative, Alpine;131677057;475972979;NO;NO
Ois;Unternberg 6;Neufelden; Austria;€€€€;100;Modern Cuisine, Austrian;140023486;484814599;NO;NO
Taubenkobel;Hauptstraße 31;Schützen am Gebirge; Austria;€€€€;100;French Contemporary, Regional Cuisine;166264336;478515574;SI;SI
Obauer;Markt 46;Werfen; Austria;€€€€;100;Classic Cuisine, Seasonal Cuisine;131902449;474755112;SI;NO
SENNS.Restaurant;Söllheimerstrasse 16;Salzburg; Austria;€€€€;100;Creative;13063525;478361594;NO;NO
Silvio Nickol Gourmet Restaurant;Coburgbastei 4;Vienna; Austria;€€€€;100;Modern Cuisine;163770073;482058003;SI;NO
Stüva;Dorfstr. 73;Ischgl; Austria;€€€€;100;Creative French, Modern Cuisine;1028901;4700948;SI;NO
Restaurant 141 by Joachim Jaud;Obermieming 141;Mieming; Austria;€€€€;100;Creative, Seasonal Cuisine;109869243;473076251;SI;SI
Doubek;Kochgasse 13;Vienna; Austria;€€€€;100;Creative, Modern Cuisine;163494422;482131761;NO;SI
Ikarus;Wilhelm-Spazier-Straße 7a;Salzburg; Austria;€€€€;100;Creative, Modern Cuisine;130078642;477935688;SI;NO
Mraz & Sohn;Wallensteinstraße 59;Vienna; Austria;€€€€;100;Creative;163762794;482313246;NO;SI
Griggeler Stuba;Oberlech 568;Lech am Arlberg; Austria;€€€€;100;Modern Cuisine, International;101386433;472174694;NO;SI
Kräuterreich by Vitus Winkler;Kirchweg 2;Sankt Veit im Pongau; Austria;€€€€;100;Creative, Seasonal Cuisine;1315309;4732784;SI;NO
Gourmetrestaurant Tannenhof;Nassereinerstraße 98;Sankt Anton am Arlberg; Austria;€€€€;100;Alpine, Modern Cuisine;102770669;471397632;NO;NO
Schwarzer Adler;Eugenstr. 3;Hall in Tirol; Austria;€€€€;100;European Contemporary;115082452;472811406;SI;SI
Rote Wand Chef's Table;Zug 5;Lech am Arlberg; Austria;€€€€;100;Modern Cuisine, Creative;101092578;472005705;SI;NO
Konstantin Filippou;Dominikanerbastei 17;Vienna; Austria;€€€€;100;Modern Cuisine;163797942;482107279;SI;NO
Delta;364 Syggrou Avenue;Athens; Greece;€€€€;100;Creative, Greek;236920295;379388218;NO;SI
Platán Gourmet;Kastély tér 6;Tata; Hungary;€€€€;100;Creative, Hungarian;183183168;476478063;NO;NO
Stand;Székely Mihály utca 2;Budapest; Hungary;€€€€;100;Modern Cuisine, Hungarian;190596687;475001729;SI;NO
César;333 Hudson St.;New York; USA;$$$$;100;Contemporary, Seafood;-740076088;407271776;NO;SI
odo;17 W. 20th St.;New York; USA;$$$$;100;Japanese, Contemporary;-739929904;407407048;SI;NO
Sushi Sho;3 E. 41st St.;New York; USA;$$$$;100;Sushi;-739808012;407526984;NO;SI
The Modern;9 W. 53rd St.;New York; USA;$$$$;100;Contemporary;-7397628;4076106;NO;NO
Chef's Table at Brooklyn Fare;431 W. 37th St.;New York; USA;$$$$;100;Contemporary;-739964997;407560823;NO;SI
Sushi Noz;181 E. 78th St.;New York; USA;$$$$;100;Japanese, Sushi;-73958275;4077384;SI;NO
Atomix;104 E. 30th St.;New York; USA;$$$$;100;Korean, Contemporary;-739826751;407443058;NO;SI
Saga;70 Pine St.;New York; USA;$$$$;100;Contemporary;-740078519;40706144;NO;SI
Blue Hill at Stone Barns;630 Bedford Rd.;Tarrytown; USA;$$$$;100;American, Contemporary;-738292966;411007146;SI;NO
Aquavit;65 E. 55th St.;New York; USA;$$$$;100;Scandinavian, Contemporary;-7397214;4076078;SI;NO
Aska;47 S. 5th St.;Brooklyn; USA;$$$$;100;Scandinavian, Contemporary;-739667551;407123772;NO;NO
Atera;77 Worth St.;New York; USA;$$$$;100;Contemporary;-740055912;407168498;NO;SI
Jean-Georges;1 Central Park West;New York; USA;$$$$;100;Contemporary, French Contemporary;-7398155;4076907;NO;SI
Gabriel Kreuther;41 W. 42nd St.;New York; USA;$$$$;100;Contemporary, Alsatian;-73982025;4075397;SI;NO
minibar;855 E St. NW;Washington; USA;$$$$;100;Contemporary;-7702386;38896294;NO;SI
Jônt;1904 14th St. NW;Washington; USA;$$$$;100;Contemporary;-770321498;389158847;NO;SI
Oriole;661 W. Walnut St.;Chicago; USA;$$$$;100;Contemporary, American Contemporary;-876453022;418862095;SI;NO
Ever;1340 W. Fulton St.;Chicago; USA;$$$$;100;Creative, Modern Cuisine;-876604258;418868389;SI;SI
TURK FAT?H TUTAK;Bomonti;Istanbul; Türkiye;????;100;Modern Cuisine, Turkish;289776935;410584521;SI;NO
Gaa;46/1 Sukhumvit 53;Bangkok; Thailand;????;100;Indian, Contemporary;10057828;1372725;NO;SI
Baan Tepa;561 Ramkhamhaeng Road;Bangkok; Thailand;????;100;Thai contemporary;1006263514;137608267;NO;SI
Sühring;10 Soi Yen Akat 3;Bangkok; Thailand;????;100;German, Contemporary;1005457264;137108084;SI;SI
Chef's Table;61F;Bangkok; Thailand;????;100;French Contemporary;1005171696;137215006;SI;SI
Côte by Mauro Colagreco;2F;Bangkok; Thailand;????;100;Modern Cuisine;100510847;13713092;NO;SI
R-Haan;131 Soi Sukhumvit 53;Bangkok; Thailand;????;100;Thai contemporary;10057972;13731805;NO;SI
Mezzaluna;65F;Bangkok; Thailand;????;100;French Contemporary;100516932;137221259;NO;SI
Bardal;José Aparicio 1;Ronda; Spain;€€€€;100;Creative;-516655;3674161;NO;SI
El Portal de Echaurren;Padre José García 19;Ezcaray; Spain;€€€€;100;Creative, Modern Cuisine;-30144146;423257846;SI;SI
El Rincón de Juan Carlos;Avenida Virgen de Guadalupe 21;Adeje; Spain;€€€€;100;Creative;-167535126;281018325;NO;NO
Amelia by Paulo Airaudo;Zubieta 26;Donostia / San Sebastián; Spain;€€€€;100;Creative, Italian and Japanese;-19859469;433168594;NO;NO
El Poblet;Correos 8-1º;Valencia; Spain;€€€€;100;Creative;-3745175;39469784;NO;SI
Retiro da Costiña;Avenida de Santiago 12;Santa Comba; Spain;€€€€;100;Modern Cuisine;-88038837;430334653;SI;NO
Ricard Camarena;Avenida Burjassot 54;Valencia; Spain;€€€€;100;Creative;-3852003;3948512;SI;SI
Deessa;Plaza de la Lealtad 5;Madrid; Spain;€€€€;100;Creative;-36928119;404158561;NO;SI
Bo.TiC;Avenida Costa brava 6;Corçà; Spain;€€€€;100;Creative, Mediterranean Cuisine;30160537;419877609;SI;NO
Coque;Marqués de Riscal 11;Madrid; Spain;€€€€;100;Creative;-3690676;40430643;SI;SI
Paco Roncero;Alcalá 15;Madrid; Spain;€€€€;100;Creative;-37002477;404176733;SI;NO
Miramar;Passeig Marítim 7;Llançà; Spain;€€€€;100;Creative, Catalan;31601265;423710822;SI;NO
Smoked Room;Paseo de la Castellana 57;Madrid; Spain;€€€€;100;Contemporary;-3691358;404385556;NO;SI
Cinc Sentits;Entença 60;Barcelona; Spain;€€€€;100;Creative;21521767;413784999;SI;NO
Voro;Urbanización Atalaya de Canyamel;Canyamel; Spain;€€€€;100;Modern Cuisine;34395565;396690394;NO;NO
Pepe Vieira;Camiño da Serpe;Raxó; Spain;€€€€;100;Creative;-875447;4240942;SI;SI
Enoteca Paco Pérez;Marina 19;Barcelona; Spain;€€€€;100;Modern Cuisine;21969283;413867832;SI;SI
El Molino de Urdániz;Carretera N 135;Urdaitz; Spain;€€€€;100;Creative;-1533913;42909132;SI;SI
Maralba;Violeta Parra 5;Almansa; Spain;€€€;70;Creative, Castilian;-10910555;388696375;NO;NO
Alevante;Amílcar Barca;Chiclana de la Frontera; Spain;€€€€;100;Creative;-61641536;36346905;NO;NO
L'Escaleta;Pujada Estació del Nord 205;Cocentaina; Spain;€€€€;100;Creative, Mediterranean Cuisine;-4451945;387570756;NO;NO
BonAmb;Carretera de Benitachell 100;Xàbia; Spain;€€€€;100;Creative;148496;387701412;NO;SI
DSTAgE;Regueros 8;Madrid; Spain;€€€€;100;Creative;-36962925;404246847;SI;NO
Skina;Cánovas del Castillo 9;Marbella; Spain;€€€€;100;Modern Cuisine;-49012506;365116735;SI;SI
Venta Moncalvillo;Carretera de Medrano 6;Daroca de Rioja; Spain;€€€€;100;Modern Cuisine;-25805894;423715602;SI;NO
Cabaña Buenavista;Calle Buenavista s/n - Urbanización Buenavista;El Palmar; Spain;€€€€;100;Creative;-1163767;3792464;NO;NO
Les Cols;Carretera de la Canya;Olot; Spain;€€€€;100;Creative;25009;421946503;SI;NO
Mugaritz;Aldura Aldea 20 - Otzazulueta Baserria;Errenteria; Spain;€€€€;100;Innovative;-19171152;432722067;NO;NO
Iván Cerdeño;Cigarral del Ángel;Toledo; Spain;€€€€;100;Modern Cuisine;-40462052;398619154;SI;SI
Culler de Pau;Reboredo 73;O Grove; Spain;€€€€;100;Creative;-88957637;424752854;SI;SI
M.B;Maria Zambrano 2;Guía de Isora; Spain;€€€€;100;Contemporary;-16799017;28171041;SI;SI
LÚ Cocina y Alma;Zaragoza 2;Jerez de la Frontera; Spain;€€€€;100;Modern Cuisine;-61357554;366876345;NO;NO
Bao Li Xuan;3F;Shanghai; China Mainland;¥¥¥¥;100;Cantonese;121482315;31242798;SI;SI
Canton 8 (Huangpu);63 Runan Street;Shanghai; China Mainland;¥¥;40;Cantonese;12147799;31204708;SI;NO
Da Vittorio;3F;Shanghai; China Mainland;¥¥¥¥;100;Italian;121492954;31229464;SI;SI
The House of Rong;170 Nanyang Road;Shanghai; China Mainland;¥¥¥¥;100;Taizhou;12145071;3122789;SI;NO
Fu He Hui;1037 Yuyuan Road;Shanghai; China Mainland;¥¥¥¥;100;Vegetarian;1214250678;312205002;SI;SI
8 ½ Otto e Mezzo Bombana;6-7F;Shanghai; China Mainland;¥¥¥¥;100;Italian;12148346;31244394;NO;SI
Imperial Treasure Fine Chinese Cuisine;L402-403;Shanghai; China Mainland;¥¥¥;70;Cantonese;1214844198;312425862;NO;NO
Ji Pin Court;3F;Shanghai; China Mainland;¥¥¥;70;Cantonese;121448654;31206108;NO;NO
102 House;5F;Shanghai; China Mainland;¥¥¥¥;100;Cantonese;1214854918;312423721;SI;SI
Dewakan;48F;Kuala Lumpur; Malaysia;$$$$;100;Malaysian, Contemporary;10171842;31546767;SI;SI
Arnolfo;viale della Rimembranza 24;Colle di Val d'Elsa; Italy;€€€€;100;Creative, Country cooking;111165;434221;SI;SI
Duomo;via Capitano Bocchieri 31;Ragusa; Italy;€€€€;100;Contemporary, Creative;147408182;369267762;SI;SI
Harry's Piccolo;piazza Unità d'Italia 2;Trieste; Italy;€€€€;100;Italian Contemporary, Mediterranean Cuisine;137675069;456497242;NO;NO
Torre del Saracino;via Torretta 9;Vico Equense; Italy;€€€€;100;Creative;14419559;406606947;SI;NO
St. George by Heinz Beck;viale San Pancrazio 46;Taormina; Italy;€€€€;100;Creative, Contemporary;152900353;378554565;NO;NO
